Name,sales_in_dollars,market_value_in_dollars,Difference
"Infineon Technologies",16900000000,52200000000,-35300000000
SLB,34100000000,69500000000,-35400000000
"EQT AB",2200000000,37800000000,-35600000000
Experian,7100000000,42800000000,-35700000000
"Carrier Global",23000000000,58800000000,-35800000000
Sempra,13600000000,49500000000,-35900000000
"British American Tobacco",33900000000,69900000000,-36000000000
"Jiangsu Hengrui Medicine",3200000000,39300000000,-36100000000
"Bayan Resources",3300000000,39600000000,-36300000000
"Constellation Brands",10000000000,46700000000,-36700000000
"Fortescue Metals Group",18600000000,55400000000,-36800000000
PayPal,30400000000,67400000000,-37000000000
"DISCO Corp.",2100000000,39100000000,-37000000000
Boeing,76400000000,113500000000,-37100000000
Hess,11600000000,48700000000,-37100000000
Sika,12500000000,49800000000,-37300000000
"Newmont ",13100000000,50400000000,-37300000000
Hoya,5300000000,42700000000,-37400000000
MSCI,2600000000,40000000000,-37400000000
"Crown Castle International",6800000000,44700000000,-37900000000
Datadog,2300000000,40200000000,-37900000000
"United Parcel Service",89600000000,127700000000,-38100000000
"Grupo Mexico",14300000000,52600000000,-38300000000
"Sun Pharma Industries",5700000000,44100000000,-38400000000
"Agilent Technologies",6700000000,45200000000,-38500000000
"General Dynamics",43100000000,82000000000,-38900000000
DoorDash,9100000000,48000000000,-38900000000
UniCredit,26500000000,66400000000,-39900000000
Adyen,2000000000,41900000000,-39900000000
Paychex,5200000000,45200000000,-40000000000
"The Saudi National Bank",16300000000,56400000000,-40100000000
Williams,10200000000,50300000000,-40100000000
"Super Micro Computer",11800000000,52000000000,-40200000000
"Norfolk Southern",12000000000,52300000000,-40300000000
"Shanxi Xinghuacun Fen Wine Factory",4000000000,44500000000,-40500000000
"Hilton Worldwide Holdings",10500000000,51100000000,-40600000000
"Digital Realty Trust",5500000000,46400000000,-40900000000
"IDEXX Laboratories",3700000000,44900000000,-41200000000
"Saudi Arabian Mining",7600000000,49100000000,-41500000000
Fortinet,5400000000,46900000000,-41500000000
"Lockheed Martin",69600000000,111900000000,-42300000000
Autodesk,5400000000,47700000000,-42300000000
"Goodman Group",1300000000,43600000000,-42300000000
MediaTek,15000000000,57500000000,-42500000000
Atlassian,4200000000,46800000000,-42600000000
"Simon Property Group",5800000000,48500000000,-42700000000
"Mitsubishi UFJ Financial",74000000000,117200000000,-43200000000
"China Shenhua Energy",47900000000,91300000000,-43400000000
"Microchip Technology",7600000000,51000000000,-43400000000
"O'Reilly Automotive",16100000000,59600000000,-43500000000
"Realty Income",4400000000,48000000000,-43600000000
"Marriott International",24100000000,67900000000,-43800000000
"Bristol Myers Squibb",45500000000,89300000000,-43800000000
"Oriental Land",4300000000,48200000000,-43900000000
"Republic Services",15200000000,59300000000,-44100000000
"Spotify Technology",15000000000,59100000000,-44100000000
"Trade Desk",2100000000,46400000000,-44300000000
"PT Amman Mineral Internasional",2000000000,46600000000,-44600000000
"Constellation Energy",22000000000,67200000000,-45200000000
"Hong Kong Exchanges",2600000000,47800000000,-45200000000
"Universal Music Group",12000000000,57200000000,-45200000000
Lowe's,86400000000,132200000000,-45800000000
Gallagher,10500000000,56300000000,-45800000000
Moderna,5100000000,50900000000,-45800000000
"Public Storage",4600000000,50700000000,-46100000000
"Air Products & Chemicals",12200000000,58400000000,-46200000000
"Palantir Technologies",2300000000,48500000000,-46200000000
Coinbase,4700000000,51000000000,-46300000000
Enbridge,31500000000,78200000000,-46700000000
"Shenzhen Mindray Bio-Medical Electronics",5000000000,51700000000,-46700000000
"Chandra Asri Petrochemical",2100000000,49300000000,-47200000000
"Nu Holdings",8100000000,55600000000,-47500000000
"Dassault Systemes",6500000000,54000000000,-47500000000
"Edwards Lifesciences",6100000000,53700000000,-47600000000
"Emerson Electric",16500000000,64600000000,-48100000000
Copart,4200000000,52400000000,-48200000000
DexCom,3800000000,52200000000,-48400000000
"Becton Dickinson",19700000000,68300000000,-48600000000
"Constellation Software",8800000000,57600000000,-48800000000
DBS,26200000000,75300000000,-49100000000
"Monster Beverage",7300000000,56400000000,-49100000000
Aon,13700000000,63600000000,-49900000000
Parker-Hannifin,19800000000,70100000000,-50300000000
NetEase,14600000000,65000000000,-50400000000
"Duke Energy",29500000000,80200000000,-50700000000
CSX,14600000000,65500000000,-50900000000
"Motorola Solutions",10200000000,61300000000,-51100000000
"EOG Resources",23500000000,74700000000,-51200000000
Ecolab,15500000000,66700000000,-51200000000
Snowflake,2800000000,54100000000,-51300000000
"Roper Technologies",6400000000,58000000000,-51600000000
Starbucks,36500000000,88200000000,-51700000000
"John Deere",58600000000,110500000000,-51900000000
Nintendo,11600000000,63700000000,-52100000000
"London Stock Exchange",10400000000,62800000000,-52400000000
"Recruit Holdings ",23600000000,76500000000,-52900000000
GSK,38600000000,91900000000,-53300000000
Infosys,18600000000,71900000000,-53300000000
Welltower,6900000000,60600000000,-53700000000
Freeport-McMoRan,23800000000,77900000000,-54100000000
"Apollo Global Management",34700000000,89500000000,-54800000000
"NXP Semiconductors",13300000000,68500000000,-55200000000
"Canadian Natural Resources",26400000000,82600000000,-56200000000
Sherwin-Williams,23000000000,79200000000,-56200000000
"Trane Technologies",18200000000,74400000000,-56200000000
"Merck KGaA, Darmstadt, Germany and its affiliates",22600000000,79100000000,-56500000000
"Marvell Technology",5500000000,62200000000,-56700000000
"China Merchants Bank",70600000000,127400000000,-56800000000
ITC,8500000000,65400000000,-56900000000
"Gilead Sciences",27400000000,84400000000,-57000000000
"Daiichi Sankyo",11100000000,68200000000,-57100000000
Colgate-Palmolive,19800000000,77200000000,-57400000000
Progressive,65000000000,122500000000,-57500000000
"Shin-Etsu Chemical",16700000000,75000000000,-58300000000
Diageo,20400000000,79000000000,-58600000000
"Altria Group",20500000000,79100000000,-58600000000
"Illinois Tool Works",16100000000,74800000000,-58700000000
"Mondelez International",36100000000,95500000000,-59400000000
"TJX Cos",54200000000,113600000000,-59400000000
Chubb,51700000000,111400000000,-59700000000
RBC,90100000000,150400000000,-60300000000
CNOOC,57400000000,118100000000,-60700000000
"Fast Retailing",20200000000,80900000000,-60700000000
Cintas,9400000000,70200000000,-60800000000
"Nongfu Spring",6000000000,66900000000,-60900000000
"Meituan ",39000000000,100000000000,-61000000000
Workday,7200000000,68500000000,-61300000000
"China Mobile",142700000000,204100000000,-61400000000
"Southern Company",25400000000,87000000000,-61600000000
"Banco Btg Pactual",17000000000,78800000000,-61800000000
"Morgan Stanley",99800000000,162900000000,-63100000000
"Waste Management",20700000000,84400000000,-63700000000
Siemens,84400000000,148200000000,-63800000000
ABB,32300000000,96700000000,-64400000000
AIRBUS,72100000000,136700000000,-64600000000
"TransDigm Group",7300000000,72300000000,-65000000000
"Rio Tinto",54000000000,119200000000,-65200000000
"SK Hynix",30400000000,96500000000,-66100000000
"AIA Group",27500000000,93700000000,-66200000000
"Canadian Pacific Kansas City",10200000000,76600000000,-66400000000
Amphenol,12800000000,79200000000,-66400000000
"ICICI Bank",28500000000,95300000000,-66800000000
RTX,71000000000,138500000000,-67500000000
"Canadian National Railway",13500000000,81000000000,-67500000000
Equinix,8300000000,75900000000,-67600000000
"Bank Central Asia",7500000000,75300000000,-67800000000
Shopify,7400000000,75300000000,-67900000000
Safran,25600000000,93800000000,-68200000000
"Contemporary Amperex Technology",54300000000,123300000000,-69000000000
IntercontinentalExchange,10000000000,79400000000,-69400000000
Moody's,6200000000,75600000000,-69400000000
Ferrari,6600000000,76000000000,-69400000000
"Alibaba Group",131300000000,200800000000,-69500000000
Fiserv,19400000000,89400000000,-70000000000
KKR,22700000000,92900000000,-70200000000
"Thomson Reuters",6900000000,77200000000,-70300000000
RELX,11400000000,82000000000,-70600000000
Zoetis,8700000000,79400000000,-70700000000
"CME Group",5600000000,76700000000,-71100000000
"Al Rajhi Bank",14000000000,85500000000,-71500000000
"Investor AB",7400000000,79100000000,-71700000000
Richemont,22400000000,94400000000,-72000000000
MercadoLibre,15800000000,88700000000,-72900000000
"Bharti Airtel",18100000000,91500000000,-73400000000
"Atlas Copco",16600000000,90000000000,-73400000000
"Wuliangye Yibin",10300000000,84000000000,-73700000000
"Cadence Design",4100000000,78600000000,-74500000000
TAQA,14200000000,88800000000,-74600000000
"Sanofi ",46600000000,121500000000,-74900000000
EssilorLuxottica,27500000000,102600000000,-75100000000
"Air Liquide",29800000000,105600000000,-75800000000
CSL,14100000000,90500000000,-76400000000
"China Yangtze Power",10700000000,87300000000,-76600000000
"Chipotle Mexican Grill",10200000000,88300000000,-78100000000
"Anheuser-Busch InBev",59400000000,138100000000,-78700000000
"American Tower",11200000000,90800000000,-79600000000
"Marsh McLennan",23300000000,103500000000,-80200000000
Intel,55200000000,135500000000,-80300000000
Synopsys,6100000000,86500000000,-80400000000
CrowdStrike,3100000000,84100000000,-81000000000
Medtronic,32300000000,114100000000,-81800000000
AirBnB,10200000000,92500000000,-82300000000
"HDFC Bank",49300000000,133600000000,-84300000000
"Automatic Data Processing",18900000000,103300000000,-84400000000
ConocoPhillips,55100000000,142300000000,-87200000000
Nike,51600000000,139100000000,-87500000000
"ACWA Power",1700000000,89700000000,-88000000000
KLA,9600000000,100700000000,-91100000000
"Wells Fargo",120100000000,212900000000,-92800000000
IBM,62100000000,155300000000,-93200000000
"Arista Networks",6100000000,100200000000,-94100000000
"Analog Devices",11600000000,106200000000,-94600000000
"Tokyo Electron",12700000000,107500000000,-94800000000
"Boston Scientific",14700000000,109700000000,-95000000000
"Regeneron Pharmaceuticals",13100000000,108200000000,-95100000000
"Palo Alto Networks",7500000000,102700000000,-95200000000
Prologis,8200000000,104100000000,-95900000000
"Commonwealth Bank",39000000000,135400000000,-96400000000
"BHP Group",55300000000,152100000000,-96800000000
"Honeywell International",36900000000,134100000000,-97200000000
Uber,38600000000,137200000000,-98600000000
"Schneider Electric",38800000000,139100000000,-100300000000
"Walt Disney",88900000000,189400000000,-100500000000
BlackRock,19100000000,120700000000,-101600000000
"UnitedHealth Group",379500000000,482900000000,-103400000000
"Booking Holdings",22000000000,125800000000,-103800000000
"Costco Wholesale",248800000000,352900000000,-104100000000
"Vertex Pharmaceuticals",10200000000,114900000000,-104700000000
Chevron,195000000000,299800000000,-104800000000
"Lam Research",14200000000,119200000000,-105000000000
"American Express",69500000000,174700000000,-105200000000
"GE Aerospace",69500000000,175000000000,-105500000000
Stryker,21000000000,127500000000,-106500000000
Keyence,6700000000,113700000000,-107000000000
Caterpillar,67000000000,174200000000,-107200000000
Inditex,38900000000,146100000000,-107200000000
Pfizer,55100000000,162300000000,-107200000000
Eaton,23700000000,132000000000,-108300000000
"Nanto Bank",571000000000,685000000000,-114000000000
"Charles Schwab",25600000000,140000000000,-114400000000
"Philip Morris International",35700000000,155200000000,-119500000000
"Micron Technology",18300000000,138700000000,-120400000000
"Zhongliang Holdings ",9400000000,131000000000,-121600000000
"Bank of America",183300000000,307300000000,-124000000000
"Reliance Industries",108800000000,233100000000,-124300000000
"Union Pacific",24100000000,149500000000,-125400000000
"S&P Global",12800000000,138300000000,-125500000000
Accenture,64600000000,190900000000,-126300000000
"NextEra Energy",24000000000,156300000000,-132300000000
"Intuitive Surgical",7300000000,141500000000,-134200000000
"Tata Consultancy Services",29100000000,166500000000,-137400000000
Amgen,29400000000,167600000000,-138200000000
"Cisco Systems",55400000000,195100000000,-139700000000
"Abbott Laboratories",40300000000,181100000000,-140800000000
Blackstone,10300000000,151900000000,-141600000000
"Roche Holding",65300000000,208400000000,-143100000000
ServiceNow,9500000000,156800000000,-147300000000
"Applied Materials",26500000000,176200000000,-149700000000
Unilever,64500000000,216800000000,-152300000000
Novartis,48700000000,201400000000,-152700000000
PepsiCo,91900000000,250500000000,-158600000000
"PDD Holdings",34700000000,194200000000,-159500000000
"Keiyo Bank",474000000000,634000000000,-160000000000
"Texas Instruments",16800000000,177600000000,-160800000000
NestlÃ©,103500000000,272100000000,-168600000000
Intuit,15100000000,185100000000,-170000000000
McDonald's,25800000000,196400000000,-170600000000
Danaher,26200000000,196900000000,-170700000000
Linde,32800000000,207900000000,-175100000000
Qualcomm,36400000000,216300000000,-179900000000
"Thermo Fisher Scientific",42500000000,227200000000,-184700000000
"Samsung Electronics",202400000000,388000000000,-185600000000
"The Home Depot",151800000000,341100000000,-189300000000
SAP,34500000000,224700000000,-190200000000
AstraZeneca,47600000000,238400000000,-190800000000
Adobe,19900000000,216600000000,-196700000000
"Toho Bank",399000000000,602000000000,-203000000000
ExxonMobil,331900000000,536700000000,-204800000000
L'OrÃ©al,44500000000,260300000000,-215800000000
"International Holding Company",17300000000,239500000000,-222200000000
Coca-Cola,46100000000,271500000000,-225400000000
Netflix,34900000000,267700000000,-232800000000
AbbVie,54400000000,293900000000,-239500000000
Salesforce,34900000000,277100000000,-242200000000
"Advanced Micro Devices",22800000000,265800000000,-243000000000
"HermÃ¨s International",14500000000,261400000000,-246900000000
"Aichi Financial Group",587000000000,838000000000,-251000000000
"Merck & Co.",61100000000,332300000000,-271200000000
"Kweichow Moutai",18600000000,298200000000,-279600000000
"Johnson & Johnson",89700000000,372200000000,-282500000000
Oracle,52500000000,339400000000,-286900000000
"Jiangsu Zhongnan Construction Group",9200000000,297000000000,-287800000000
"Bank of Greece",7500000000,309000000000,-301500000000
"Procter & Gamble",84100000000,395700000000,-311600000000
"LVMH MoÃ«t Hennessy Louis Vuitton",93100000000,423900000000,-330800000000
"Daou Data",7500000000,340000000000,-332500000000
JPMorganChase,252900000000,588100000000,-335200000000
"ASML Holding",28300000000,365000000000,-336700000000
"Basler Kantonalbank",1600000000,370000000000,-368400000000
"Tencent Holdings",86200000000,472300000000,-386100000000
Mastercard,25700000000,427900000000,-402200000000
"Schweizerische Nationalbank",38700000000,442000000000,-403300000000
"Harbin Bank",4700000000,465000000000,-460300000000
Tesla,94700000000,566000000000,-471300000000
HPB,2500000000,493000000000,-490500000000
"United Bank for Africa",2800000000,501000000000,-498200000000
Visa,34100000000,560500000000,-526400000000
"Berkshire Hathaway",369000000000,899100000000,-530100000000
"Mercuries & Associates",3900000000,549000000000,-545100000000
"Novo Nordisk",35500000000,581100000000,-545600000000
"Top Frontier Investment Holdings",26000000000,586000000000,-560000000000
"Japan Securities",346000000000,907000000000,-561000000000
"Zall Smart Commerce Group",17600000000,598000000000,-580400000000
"Logan Property Holdings",6700000000,588000000000,-581300000000
"Taiwan Semiconductor",71500000000,672000000000,-600500000000
Broadcom,38900000000,646600000000,-607700000000
"Daou Technology",7100000000,620000000000,-612900000000
"Jiangxi Bank",3100000000,618000000000,-614900000000
"Shimao Property Holdings",8500000000,641000000000,-632500000000
"Guangzhou R&F",5000000000,640000000000,-635000000000
"United Natural Foods",30300000000,666000000000,-635700000000
"Bank Of Gansu",2100000000,676000000000,-673900000000
"Zenith Bank",2800000000,690000000000,-687200000000
"Eli Lilly",35900000000,731800000000,-695900000000
"CIFI Holdings Group",10100000000,721000000000,-710900000000
"Zheshang Development Group",28500000000,782000000000,-753500000000
"China Fortune Land Development",4100000000,775000000000,-770900000000
"Hertz Global Holdings",9400000000,786000000000,-776600000000
"Deutsche Pfandbriefbank",3100000000,837000000000,-833900000000
"Freddie Mac",110500000000,962000000000,-851500000000
BayWa,24800000000,932000000000,-907200000000
"Shengjing Bank",5700000000,936000000000,-930300000000
